goal_consumerism1_desc	Vende 100 cosas a visitantes usando los objetos de tienda. Sólo los productos de consumo cuentan, los productos vitales como la comida no contarán.	old	Sell 100 things to visitors, using shop objects. Only consumerist items are counted, vital items like food do not count for this goal.
goal_consumerism1_title	Vende 100 cosas a los visitantes	old	Sell 100 things to visitors
goal_cook1_desc	Tus oficiales deben utilizar una cocina para cocinar 10 raciones de cualquier tipo	old	Your officers must use a kitchen to cook 10 rations of any kind.
goal_cook1_title	Cocina 10 raciones	old	Cook 10 rations
goal_cook2_desc	Tus oficiales deben utilizar una cocina para cocinar 150 raciones de cualquier tipo	old	Your officers must use a kitchen to cook 150 dishes of any kind.
goal_cook2_title	Cocina 150 raciones	old	Cook 150 dishes
goal_cook3_desc	Tus oficiales deben utilizar una cocina para cocinar 1000 raciones de cualquier tipo	old	Your officers must use a kitchen to cook 1000 dishes of any kind.
goal_cook3_title	Cocina 1000 raciones	old	Cook 1000 dishes
goal_crew1_desc	En la pantalla de flota, cambia las ranuras de la tripulación de uno o varios naves, al menos 10 veces	old	In the fleet view, change the crew slots of one or more ships at least 10 times.
goal_crew1_title	Cambiar la tripulación	old	Shuffle ship crew
goal_dance1_desc	Esta estación ha vivido 200 bailes.	old	This station has seen 200 dances.
goal_dance1_title	Dance fever	old	Dance fever
goal_dock1_desc	La lanzadera de una nave debe atracar al menos 10 veces en la estación	old	A ship shuttle has docked at least 10 times in the station
goal_dock1_title	Lanzaderas atracadas	old	Docked ship shuttles
goal_doctor1_desc	Tus médicos deben cuidar a 10 pacientes en la cama del hospital	old	Your doctors must take care of 10 patients in the hospital bed.
goal_doctor1_title	Cura a 10 pacientes	old	Heal 10 patients
goal_extract1_desc	Haz que tus extractores extraigan 100 unidades de recursos bio, 100 unidades de recursos minerales y 100 unidades de recursos de fluidos en uno o más planetas.	old	Have your planet extractors extract 100 units of bio resources, 100 units of mineral resources and 100 units of fluid resources on one or more planets.
goal_extract1_title	Extrae diferentes recursos	old	Extract different resources
goal_galaxy1_title	Desbloquea 3 sistemas	old	Open 3 star systems
goal_jobs1_desc	Utiliza la matriz de trabajos en la estación para cambiar una asignación de trabajo 10 veces.	old	Use the job matrix in the station to change a job assignation 10 times.
goal_jobs1_title	Cambiar trabajos	old	Shuffle job matrix
goal_kill1_desc	Liquida a 20 miembros de una civilización que está en guerra o es hostil con contigo.	old	Kill 20 members of a civ which is at war or hostile with you.
goal_kill1_title	Liquida a 20 enemigos	old	Kill 20 enemies
goal_kill2_desc	Liquida a 140 miembros de una civilización que está en guerra o es hostil con contigo.	old	Kill 140 members of a civ which is at war or hostile with you.
goal_kill2_title	Liquida a 140 enemigos	old	Kill 140 enemies
goal_kill3_desc	Liquida a 900 miembros de una civilización que está en guerra o es hostil con contigo.	old	Kill 900 members of a civ which is at war or hostile with you.
goal_kill3_title	Liquida a 900 enemigos	old	Kill 900 enemies
goal_makedrink1_desc	Tus oficiales deben utilizar una cocina para hacer 10 zumos.	old	Your officers must use a kitchen to make 10 juices.
goal_makedrink1_title	Prepara 10 zumos	old	Make 10 juices
goal_makedrink2_desc	Tus oficiales deben utilizar una cocina para hacer 150 bebidas.	old	Your officers must use a kitchen to make 150 drinks.
goal_makedrink2_title	Prepara 150 bebidas	old	Make 150 drinks
goal_makedrink3_desc	Tus oficiales deben utilizar una cocina para hacer 1000 bebidas.	old	Your officers must use a kitchen to make 1000 drinks.
goal_makedrink3_title	Prepara 1000 bebidas	old	Make 1000 drinks
goal_makerobot1_desc	Tus oficiales deben utilizar una factoría de robots para construir un robot.	old	Your officers must use a robot factory to build a robot.
goal_makerobot1_title	Construye un robot	old	Build a robot
goal_planet1_desc	Aterriza al menos 3 veces en planetas, no importa su nivel.	old	Land at least 3 times on planets, no matter the level.
goal_planet1_title	Aterriza 3 veces en planetas	old	Land 3 times on planets
goal_planet2_desc	Aterriza al menos 3 veces en planetas de nivel 5 o superior.	old	Land at least 3 times on planets of level 5 or higher.
goal_planet2_title	Aterriza 3 veces en planetas de nivel 5	old	Land 3 times on planets of level 5
goal_planet3_desc	Aterriza al menos 3 veces en planetas de nivel 10 o superior.	old	Land at least 3 times on planets of level 10 or higher.
goal_planet3_title	Aterriza 3 veces en planetas de nivel 10	old	Land 3 times on planets of level 10
goal_planet4_desc	Aterriza al menos 3 veces en planetas de nivel 20 o superior.	old	Land at least 3 times on planets of level 20 or higher.
goal_planet4_title	Aterriza 3 veces en planetas de nivel 20	old	Land 3 times on planets of level 20
goal_progress	Progreso: ~A%	old	Progress: ~A%
goal_ready_alert	El objetivo <<~A>> está ahora disponible.	old	The goal <<~A>> is now available.
goal_recruit1_title	Recluta a 5 oficiales nuevos	old	Recruit 5 new officers
goal_recycle1_desc	Recicla 50 piezas de basura. Asegúrate de que tienes al menos una recicladora y que el trabajo de limpieza está habilitado para algunos de tus oficiales.	old	Recycle 50 pieces of litter. Make sure you have at least one recycler and that the cleaning job is enabled for some of your officers.
goal_recycle1_title	Recicla 50 piezas de basura	old	Recycle 50 pieces of litter
goal_recycle2_desc	Recicla 5 cadáveres. Asegúrate de que tienes al menos una recicladora y que el trabajo de limpieza está habilitado para algunos de tus oficiales. RIP	old	Recycle 5 corpses. Make sure you have at least one recycler and that the cleaning job is enabled for some of your officers. Yeah RIP.
goal_recycle2_title	Recicla 5 cadáveres	old	Recycle 5 corpses
goal_repair1_desc	Repara 20 objetos o robots dañados durante el curso de un combate o por mal funcionamiento.	old	Repair 20 objects or robots, damaged during the course of combat or from malfunction.
goal_repair1_title	Repara 20 objetos o robots	old	Repair 20 objects or robots
goal_reward	Recompensa: @ui_icon_20px_credits04.png ~A	old	Reward: @ui_icon_20px_credits04.png ~A
goal_visitors1_desc	Haz que 10 visitantes aterricen en tu estación	old	Have 10 visitors land on your station
goal_visitors1_title	Recibe 10 visitantes	old	Receive 10 visitors
goal_visitors2_desc	Haz que 100 visitantes aterricen en tu estación	old	Have 100 visitors land on your station
goal_visitors2_title	Recibe 100 visitantes	old	Receive 100 visitors
goal_visitors3_desc	Haz que 1000 visitantes aterricen en tu estación	old	Have 1000 visitors land on your station
goal_visitors3_title	Recibe 1000 visitantes	old	Receive 1000 visitors
goal_vitals1_desc	Uno o más oficiales tiene que haber dormido, comido, bebido y haberse duchado 25 o más veces por cada tipo de actividad.	old	One or more officers have slept, had lunch, drank and showered 25 or more times, for each kind of activity.
goal_vitals1_title	Cumpliendo las vitals básicas	old	Basic vitals are being met
goals	Objetivos	old	Goals
goals_why	Completa los objetivos a tu propio ritmo para explorar las herramientas y sistemas a tu disposición. HQ te recompensará cuando los completes.	old	Complete goals at your own pace to explore the tools and systems at your disposal. HQ will reward you when completing them.
group_commercial	Comercial	old	Commercial
group_eating	Comida y bebida	old	Food & drink
group_factory	Producción	old	Production
group_gardening	Jardinería	old	Gardening
group_hygiene	Higiene	old	Hygiene
group_misc	Otros	old	Others
group_recreational	Recreativo	old	Recreational
group_security	Seguridad	old	Security
had_to_flee	Huyó aterrorizado	old	Ran away in panic
had_to_flee_desc	Algo me asustó y tuve que huir	old	Something scared me and I ran away
health	Salud	old	Health
health_feeling_low	Herido	old	Wounded
health_feeling_low_desc	Mis heridas duelen	old	My wounds hurt
health_feeling_very_low	Malherido	old	Badly wounded
health_feeling_very_low_desc	Mis heridas son graves	old	My wounds hurt very badly
helium	Helio	old	Helium
helium_node	Nodo de helio	old	Helium node
home	Hogar	old	Home
hospital_bed	Cama médica	old	Hospital bed
hospital_bed_desc	Incluye sistemas médicos avanzados que requieren de un médico para operar	old	Includes advanced medical systems that require a doctor to operate
hostile	Hostil	old	Hostile
human_federation	Humanidad Civil	old	Human Civilians
humans_adjective	Humano %s	old	Human %s
humans_adjective2	Humano ~A	old	Human ~A
humans_name	Humanos	old	Humans
hunger	Hambre	old	Hunger
hunger_feeling_high_desc	Esa comida era realmente buena!	old	That meal was really good!
hunger_feeling_low	Muriendo de hambre	old	Starving
hunger_feeling_low_desc	Tengo tanta hambre que duele	old	My hunger is hurting me
hygiene	Higiene	old	Hygiene
hygiene_feeling_high	Refrescado	old	Refreshed
hygiene_feeling_high_desc	Esta limpieza es muy agradable	old	It's very pleasant to feel this clean
hygiene_feeling_low	Olor asqueroso	old	Gross smelling
hygiene_feeling_low_desc	La gente me evita, necesito una ducha	old	People avoid me, I need a shower
in_progress	En progreso	old	In progress
in_storage_area	En área de almacenamiento	old	In storage area
in_use	En uso	old	In use
info_tool	Info/zoom/desplazar	old	Info/zoom/pan
input	Entrada	old	Input
interiorturret	Torreta grande	old	Big turrret
interiorturret_desc	Torreta de gran calibre	old	Large, high caliber turret
inventory	Inventario	old	Inventory
inventory_locked	Bloqueado: ~A	old	Locked: ~A
inventory_stacks	Pilas: ~A	old	Stacks: ~A
inventory_total	Total: ~A	old	Total: ~A
item	Ítem	old	Item
job_matrix_tool	Matriz de trabajos	old	NOT FOUND IN GAME
job_warn_no_credits	No hay suficientes créditos.	old	Not enough credits.
job_warn_no_recipe	Selecciona una receta para activar la producción.	old	Select a recipe to activate production.
job_warn_no_resources	Uno o más recursos necesarios no se pueden entregar a este objeto.	old	NOT FOUND IN GAME
job_warn_wait_worker	A la espera de un trabajador cualificado.	old	Waiting for a qualified worker.
k_thousands	K	old	K
kb_squad_all	Seleccionar todos los miembros del equipo	old	NOT FOUND IN GAME
kb_walk_to	Acción: Caminar a	old	NOT FOUND IN GAME
lemurian_adjective	Lemuriano %s	old	Lemurian %s
lemurian_adjective2	Lemuriano ~A	old	Lemurian ~A
lemurian_domain	Dominio Lemuriano	old	Lemurian Domain
lemurian_name	Lemurianos	old	Lemurians
library_table	Mesa de biblioteca	old	Library table
library_table_desc	Tranquilo y cómodo escritorio para la lectura	old	Calm and quiet table for reading
locked	Bloqueado	old	Locked
lunch_shop	Comidas de Cafetería	old	Diner food
luxury_dinner	Ágape lujoso	old	Luxury dinner
luxury_kitchen	Cocina de lujo	old	Luxury kitchen
m_millions	M	old	M
maintenance_robot	Robot de mantenimiento	old	Maintenance robot
make_exotic_infusion	Preparar Infusión exótica	old	NOT FOUND IN GAME
